,p_name,p_address,p_rating,p_category,p_tag,p_review,p_url
377,편백공원,울산 남구 삼산동 205-1,0.0,도시근린공원,태그 없음,리뷰 없음,https://place.map.kakao.com/26931306
378,한솔근린공원,울산 북구 화봉동,0.0,도시근린공원,태그 없음,리뷰 없음,https://place.map.kakao.com/12817423
379,청솔공원,울산 남구 봉월로38번길 32,5.0,도시근린공원,태그 없음,리뷰 없음,https://place.map.kakao.com/27327048
380,돌방공원,울산 중구 유곡동 146,0.0,도시근린공원,태그 없음,리뷰 없음,https://place.map.kakao.com/467359293
381,수암공원,울산 남구 야음동 753-7,0.0,도시근린공원,태그 없음,./kakao_reviews/울산 공원/수암공원.csv,https://place.map.kakao.com/15214852
382,원약공원,울산 중구 약사동 349-1,0.0,도시근린공원,태그 없음,./kakao_reviews/울산 공원/원약공원.csv,https://place.map.kakao.com/1137816680
383,효정공원,울산 북구 율동2길 8,0.0,도시근린공원,태그 없음,리뷰 없음,https://place.map.kakao.com/655069579
384,선암동체육공원,울산 남구 두왕로 94,0.0,도시근린공원,태그 없음,./kakao_reviews/울산 공원/선암동체육공원.csv,https://place.map.kakao.com/8381118
385,도산골공원,울산 남구 야음동 927,0.0,도시근린공원,태그 없음,리뷰 없음,https://place.map.kakao.com/761318245
386,45소공원,울산 중구 학성동 64,0.0,도시근린공원,태그 없음,./kakao_reviews/울산 공원/45소공원.csv,https://place.map.kakao.com/28190236
387,모두박공원,울산 울주군 범서읍 구영리 136-2,0.0,도시근린공원,태그 없음,리뷰 없음,https://place.map.kakao.com/12520281
388,다문화공원,울산 남구 달동 1407-1,0.0,도시근린공원,태그 없음,리뷰 없음,https://place.map.kakao.com/1384617741
389,장검공원,울산 울주군 범서읍 굴화리 755-7,0.0,도시근린공원,태그 없음,./kakao_reviews/울산 공원/장검공원.csv,https://place.map.kakao.com/821326807
390,다벗공원,울산 중구 서동 597-4,5.0,도시근린공원,태그 없음,리뷰 없음,https://place.map.kakao.com/1862006416
391,미세먼지 차단숲,울산 북구 연암동 951-2,0.0,도시근린공원,태그 없음,리뷰 없음,https://place.map.kakao.com/1755293863
392,늘푸른공원3,울산 동구 전하동 756-24,0.0,도시근린공원,태그 없음,리뷰 없음,https://place.map.kakao.com/1164569906
393,남목1동쌈지공원,울산 동구 서부동 522-7,0.0,도시근린공원,태그 없음,리뷰 없음,https://place.map.kakao.com/192706489
394,숲거랑공원,울산 동구 방어동 96,0.0,도시근린공원,태그 없음,리뷰 없음,https://place.map.kakao.com/26160518
395,절골공원,울산 동구 화정동 873-8,0.0,도시근린공원,태그 없음,리뷰 없음,https://place.map.kakao.com/35790055
396,무지개공원,울산 동구 전하동 647-18,0.0,도시근린공원,태그 없음,리뷰 없음,https://place.map.kakao.com/1249643346
397,방어진체육공원,울산 동구 봉수로 27-90,0.0,도시근린공원,태그 없음,./kakao_reviews/울산 공원/방어진체육공원.csv,https://place.map.kakao.com/17384960
398,대왕암공원,울산 동구 일산동 905,4.5,도시근린공원,"['#나들이', '#단풍명소']",./kakao_reviews/울산 공원/대왕암공원.csv,https://place.map.kakao.com/7821300
399,새이골공원,울산 중구 약사동 327-7,0.0,도시근린공원,태그 없음,리뷰 없음,https://place.map.kakao.com/307856241
400,장암공원,울산 중구 성안동 833-6,0.0,도시근린공원,태그 없음,리뷰 없음,https://place.map.kakao.com/27418763
401,숯못공원,울산 중구 성안동 794-3,0.0,도시근린공원,태그 없음,리뷰 없음,https://place.map.kakao.com/27418739
402,꽃받등공원,울산 동구 방어동 59-3,0.0,도시근린공원,태그 없음,리뷰 없음,https://place.map.kakao.com/26189100
403,오대마을 근린공원,울산 울주군 청량읍 용암리 923,0.0,도시근린공원,태그 없음,리뷰 없음,https://place.map.kakao.com/276529933
404,큰골공원,울산 동구 서부동,0.0,도시근린공원,태그 없음,리뷰 없음,https://place.map.kakao.com/27254379
405,토성도예예술촌,울산 북구 황토전길 139-1,0.0,"도자기,도예촌",태그 없음,리뷰 없음,https://place.map.kakao.com/16399742
406,왕방요,울산 울주군 삼동면 출강왕방길 122,5.0,"도자기,도예촌","['#단풍명소', '#아이와놀자']",./kakao_reviews/울산 명소/왕방요.csv,https://place.map.kakao.com/9273978
407,옹기골도예,울산 울주군 온양읍 외고산길 18,0.0,"도자기,도예촌",태그 없음,리뷰 없음,https://place.map.kakao.com/9900163
408,자수정동굴나라,울산 울주군 상북면 자수정로 212,3.3,동굴,"['#나들이', '#제로페이']",./kakao_reviews/울산 명소/자수정동굴나라.csv,https://place.map.kakao.com/8536905
409,용굴,울산 동구 일산동 905-7,0.0,동굴,태그 없음,리뷰 없음,https://place.map.kakao.com/27064233
410,태화강동굴피아,울산 남구 신정동 1540-4,2.8,동굴,태그 없음,./kakao_reviews/울산 명소/태화강동굴피아.csv,https://place.map.kakao.com/862744623
411,태화강동굴피아,울산 남구 신정동 1540-4,2.8,동굴,['#나들이'],./kakao_reviews/울산 명소/태화강동굴피아.csv,https://place.map.kakao.com/862744623
412,화장굴,울산 울주군 언양읍 송대리,0.0,동굴,태그 없음,리뷰 없음,https://place.map.kakao.com/8171113
413,자수정동굴나라 동물원,울산 울주군 상북면 자수정로 212,0.0,동물원,태그 없음,리뷰 없음,https://place.map.kakao.com/27168973
414,대왕암공원 바닷가길,울산 동구 일산동 905,0.0,둘레길,태그 없음,./kakao_reviews/울산 명소/대왕암공원 바닷가길.csv,https://place.map.kakao.com/291581693
415,대왕암공원 바닷가길,울산 동구 일산동 905,0.0,둘레길,태그 없음,리뷰 없음,https://place.map.kakao.com/291581693
416,강동몽돌해변 드라이브코스,울산 북구 산하동 311-1,0.0,드라이브코스,태그 없음,리뷰 없음,https://place.map.kakao.com/690974139
417,선암호수공원길,울산 남구 선암동 480,0.0,드라이브코스,태그 없음,./kakao_reviews/울산 명소/선암호수공원길.csv,https://place.map.kakao.com/691336839
418,선암호수공원길,울산 남구 선암동 480,0.0,드라이브코스,['#걷기좋은'],리뷰 없음,https://place.map.kakao.com/691336839
419,영해마을제당 등산로입구,울산 울주군 청량읍 율리 산 30-1,0.0,등산로,태그 없음,리뷰 없음,https://place.map.kakao.com/1523379089
420,신불산 2코스,울산 울주군 삼남읍 가천리,4.0,등산로,태그 없음,리뷰 없음,https://place.map.kakao.com/27265862
421,무룡산등산로,울산 북구 연암동,0.0,등산로,태그 없음,./kakao_reviews/울산 명소/무룡산등산로.csv,https://place.map.kakao.com/1198255528
422,아리랑릿지,울산 울주군 삼남읍 방기리,5.0,등산로,태그 없음,./kakao_reviews/울산 명소/아리랑릿지.csv,https://place.map.kakao.com/934627212
423,문수산등산코스,울산 울주군 범서읍 천상리 산 153,3.0,등산로,태그 없음,리뷰 없음,https://place.map.kakao.com/919422244
424,신불산 1코스,울산 울주군 상북면 등억알프스리,4.0,등산로,['#물놀이'],리뷰 없음,https://place.map.kakao.com/27265854
425,중산동고분군,울산 북구 중산동 616-1,0.0,"릉,묘,총",태그 없음,리뷰 없음,https://place.map.kakao.com/11157728
426,은현리적석총,울산 울주군 웅촌면 은현리 산 207-5,0.0,"릉,묘,총",태그 없음,리뷰 없음,https://place.map.kakao.com/12706482
427,창평동지석묘군,울산 북구 창평동 178,0.0,"릉,묘,총",태그 없음,리뷰 없음,https://place.map.kakao.com/12706752
428,지내리지석묘,울산 울주군 상북면 지내리 22,0.0,"릉,묘,총",태그 없음,리뷰 없음,https://place.map.kakao.com/8078471
429,성암동 패총,울산 남구 성암동 451-4,0.0,"릉,묘,총",태그 없음,리뷰 없음,https://place.map.kakao.com/12729063
430,위열공김취려의묘,울산 울주군 언양읍 송대리 산 15,5.0,"릉,묘,총",태그 없음,리뷰 없음,https://place.map.kakao.com/12706487
431,썸툰 성남점,울산 중구 젊음의거리 30-5,0.0,만화방,['#제로페이'],리뷰 없음,https://place.map.kakao.com/88117928
432,마루만화카페,울산 남구 왕생로62번길 1,0.0,만화방,태그 없음,리뷰 없음,https://place.map.kakao.com/1917006062
433,유야만화방,울산 동구 전하로 16-1,0.0,만화방,태그 없음,리뷰 없음,https://place.map.kakao.com/1533662887
434,교보만화 울산본점,울산 남구 번영로124번길 22,0.0,만화방,태그 없음,리뷰 없음,https://place.map.kakao.com/27605612
435,마나보나 공업탑점,울산 남구 삼산로 12 지하1층,0.0,만화방,태그 없음,리뷰 없음,https://place.map.kakao.com/27235013
436,뉴월드만화카페,울산 북구 동대17길 2,0.0,만화방,태그 없음,리뷰 없음,https://place.map.kakao.com/19336146
437,카페 코믹스,울산 중구 젊음의거리 30-2 스펀지카니발랜드 3층,0.0,만화방,태그 없음,리뷰 없음,https://place.map.kakao.com/27256383
438,24시만화방,울산 중구 젊음의거리 94 6층,0.0,만화방,태그 없음,리뷰 없음,https://place.map.kakao.com/1647533893
439,깐툰,울산 울주군 온산읍 영남6길 2,0.0,만화방,['#제로페이'],리뷰 없음,https://place.map.kakao.com/971465692
440,썸툰,울산 남구 삼산중로74번길 7 지하 1충,0.0,만화방,태그 없음,리뷰 없음,https://place.map.kakao.com/605896854
441,마나보나 울산대점,울산 남구 대학로84번길 5-11 3층,4.0,만화방,['#제로페이'],./kakao_reviews/울산 만화카페/마나보나 울산대점.csv,https://place.map.kakao.com/27235011
442,화산만화방,울산 동구 전하로 13,0.0,만화방,태그 없음,리뷰 없음,https://place.map.kakao.com/25015106
443,마나보나 성남점,울산 중구 먹자거리 25-2 2층,3.7,만화방,['#제로페이'],./kakao_reviews/울산 만화카페/마나보나 성남점.csv,https://place.map.kakao.com/1979592582
444,화산만화방,울산 동구 전하로 13,0.0,만화방,['#만화카페'],리뷰 없음,https://place.map.kakao.com/25015106
445,마나보다 구영점,울산 울주군 범서읍 구영로 94 메인프라자 4층,3.5,만화방,태그 없음,./kakao_reviews/울산 만화카페/마나보다 구영점.csv,https://place.map.kakao.com/1209589235
446,스마일만화카페,울산 동구 옥류로 6 3층,0.0,만화방,태그 없음,리뷰 없음,https://place.map.kakao.com/1669597437
447,커피인더카툰 울산산하점,울산 북구 산하중앙2로 290 아이스퀘어상가 504호,5.0,만화방,태그 없음,./kakao_reviews/울산 만화카페/커피인더카툰 울산산하점.csv,https://place.map.kakao.com/1207940290
448,투니카페,울산 동구 문현로 109 3층,0.0,만화방,태그 없음,리뷰 없음,https://place.map.kakao.com/165190198
449,덕신만화,울산 울주군 온산읍 신온8길 18,4.5,만화방,태그 없음,./kakao_reviews/울산 만화카페/덕신만화.csv,https://place.map.kakao.com/737771393
450,잼툰만화카페,울산 중구 남외로 92 5층,1.0,만화카페,"['#데이트코스', '#만화카페', '#보드게임카페', '#실내놀거리', '#제로페이']",./kakao_reviews/울산 보드카페/잼툰만화카페.csv,https://place.map.kakao.com/227817197
451,잼툰만화카페,울산 중구 남외로 92 5층,1.0,만화카페,"['#데이트코스', '#만화카페', '#보드게임카페', '#실내놀거리', '#제로페이']",./kakao_reviews/울산 만화카페/잼툰만화카페.csv,https://place.map.kakao.com/227817197
452,스펀지만화카페 울산본점,울산 중구 젊음의거리 30-2 3층,3.0,만화카페,['#만화카페'],./kakao_reviews/울산 만화카페/스펀지만화카페 울산본점.csv,https://place.map.kakao.com/1437500272
453,잼툰만화카페,울산 중구 남외로 92 5층,1.0,만화카페,"['#보드게임카페', '#실내놀거리', '#제로페이']",리뷰 없음,https://place.map.kakao.com/227817197
454,스펀지만화카페 울산본점,울산 중구 젊음의거리 30-2 3층,3.0,만화카페,태그 없음,리뷰 없음,https://place.map.kakao.com/1437500272
455,티앤북스 울산삼산점,울산 남구 삼산중로74번길 28 6층,4.7,만화카페,"['#데이트코스', '#만화카페', '#보드게임카페', '#북카페', '#실내놀거리', '#컬쳐카페']",./kakao_reviews/울산 보드카페/티앤북스 울산삼산점.csv,https://place.map.kakao.com/642862245
456,놀숲 울산삼산점,울산 남구 삼산로278번길 14 5층,0.0,만화카페,"['#데이트코스', '#만화카페', '#보드게임', '#북카페', '#실내놀거리']",리뷰 없음,https://place.map.kakao.com/1116841058
457,오층만화방,울산 동구 해수욕장길 5 5층,5.0,만화카페,"['#데이트코스', '#만화카페', '#보드게임', '#실내놀거리']",./kakao_reviews/울산 만화카페/오층만화방.csv,https://place.map.kakao.com/1965594569
458,콩툰 동구점,울산 동구 방어진순환도로 652 테라스파크 제1동 2층 B207호,0.0,만화카페,"['#데이트코스', '#만화카페', '#분위기좋은']",리뷰 없음,https://place.map.kakao.com/275246320
459,벌툰 울산상안점,울산 북구 신답로 40 지팝프라자 2층,0.0,만화카페,"['#데이트코스', '#만화카페', '#보드게임카페', '#북카페', '#실내놀거리']",리뷰 없음,https://place.map.kakao.com/2113608924
460,티앤북스 울산삼산점,울산 남구 삼산중로74번길 28 6층,4.7,만화카페,"['#데이트코스', '#만화카페', '#보드게임카페', '#북카페', '#실내놀거리', '#컬쳐카페']",./kakao_reviews/울산 만화카페/티앤북스 울산삼산점.csv,https://place.map.kakao.com/642862245
461,깐툰만화카페,울산 울주군 온산읍 영남6길 2,0.0,만화카페,태그 없음,리뷰 없음,https://place.map.kakao.com/658725909
462,마나보나 북구점,울산 북구 동대중앙로 27 2층,4.0,만화카페,"['#데이트코스', '#만화카페', '#이색카페']",./kakao_reviews/울산 만화카페/마나보나 북구점.csv,https://place.map.kakao.com/1194121738
463,놀숲 울산대점,울산 남구 대학로94번길 11 5층,5.0,만화카페,"['#데이트코스', '#만화카페', '#보드게임', '#북카페', '#실내놀거리', '#실내데이트', '#아이와함께', '#제로페이']",./kakao_reviews/울산 만화카페/놀숲 울산대점.csv,https://place.map.kakao.com/644282536
464,봉계한우불고기특구,울산 울주군 두동면 계명1길 1,0.0,먹자골목,"['#나들이', '#단풍명소']",./kakao_reviews/울산 명소/봉계한우불고기특구.csv,https://place.map.kakao.com/14541077
465,병영막창골목,울산 중구 남외동,4.0,먹자골목,"['#물놀이', '#아이와놀자', '#제로페이']",./kakao_reviews/울산 명소/병영막창골목.csv,https://place.map.kakao.com/1224817552
466,울산곰장어골목,울산 중구 젊음의거리 107,5.0,먹자골목,태그 없음,./kakao_reviews/울산 명소/울산곰장어골목.csv,https://place.map.kakao.com/1214687981
467,태화십리대밭먹거리단지,울산 중구 태화강국가정원길 61,0.0,먹자골목,태그 없음,리뷰 없음,https://place.map.kakao.com/18525824
468,삼호곱창거리,울산 남구 무거동 1182-1,0.0,먹자골목,태그 없음,./kakao_reviews/울산 명소/삼호곱창거리.csv,https://place.map.kakao.com/1254540902
469,프린세스멀티방,울산 중구 젊음의거리 30-2 3층,0.0,멀티방,태그 없음,리뷰 없음,https://place.map.kakao.com/12162240
470,울산하늘공원,울산 울주군 삼동면 보삼길 550,4.6,묘지,태그 없음,리뷰 없음,https://place.map.kakao.com/1112611176
471,팔각정,울산 울주군 서생면 진하리,0.0,문화유적,태그 없음,./kakao_reviews/울산 명소/팔각정.csv,https://place.map.kakao.com/8112598
472,간월사지,울산 울주군 상북면 알프스온천4길 15,5.0,문화유적,['#걷기좋은'],리뷰 없음,https://place.map.kakao.com/27164396
473,울산동헌및내아,울산 중구 동헌길 167,4.8,문화유적,['#단풍명소'],./kakao_reviews/울산 명소/울산동헌및내아.csv,https://place.map.kakao.com/27190134
474,개운포성지,울산 남구 성암동 423,0.0,문화유적,태그 없음,리뷰 없음,https://place.map.kakao.com/8172640
475,약사동 제방유적전시관,울산 중구 종가14길 22-28,0.0,문화유적,태그 없음,리뷰 없음,https://place.map.kakao.com/27493621
476,울산 대곡리반구대암각화,울산 울주군 언양읍 대곡리 991,4.5,문화유적,"['#걷기좋은', '#나들이', '#단풍명소', '#일출명소']",./kakao_reviews/울산 명소/울산 대곡리반구대암각화.csv,https://place.map.kakao.com/11816400
477,처용암,울산 남구 황성동 668-1,2.8,문화유적,태그 없음,./kakao_reviews/울산 명소/처용암.csv,https://place.map.kakao.com/8099598
478,북정자,울산 북구 정자동,0.0,문화유적,['#걷기좋은'],리뷰 없음,https://place.map.kakao.com/7908656
479,대곡리공룡발자국화석,울산 울주군 언양읍 대곡리 산 202,0.0,문화유적,태그 없음,리뷰 없음,https://place.map.kakao.com/790076517
480,전천재 경주최씨 사성공파 재당,울산 울주군 두서면 활천2길 105,5.0,문화유적,태그 없음,./kakao_reviews/울산 명소/전천재 경주최씨 사성공파 재당.csv,https://place.map.kakao.com/977460435
481,이휴정,울산 남구 이휴정길 20,4.0,문화유적,태그 없음,리뷰 없음,https://place.map.kakao.com/11182194
482,천전리 공룡발자국화석,울산 울주군 두동면 천전리 산 210-2,5.0,문화유적,태그 없음,리뷰 없음,https://place.map.kakao.com/12624850
483,언양장터,울산 울주군 언양읍 남부리 287-1,0.0,문화유적,태그 없음,리뷰 없음,https://place.map.kakao.com/26995780
484,유곡동공룡발자국화석,울산 중구 유곡동 54-1,0.0,문화유적,태그 없음,리뷰 없음,https://place.map.kakao.com/26128344
485,양호단,울산 울주군 청량읍 양천1길 24-9,0.0,문화유적,태그 없음,리뷰 없음,https://place.map.kakao.com/1532668502
486,만정헌,울산 울주군 상북면 명촌1길 39,5.0,문화유적,['#물놀이'],./kakao_reviews/울산 명소/만정헌.csv,https://place.map.kakao.com/7863274
487,울산 대곡리반구대암각화,울산 울주군 언양읍 대곡리 991,4.5,문화유적,"['#억새밭', '#일출명소']",리뷰 없음,https://place.map.kakao.com/11816400
488,언덕산장,울산 울주군 상북면 배내죽전길 3,1.0,민박,태그 없음,./kakao_reviews/울산 숙소/언덕산장.csv,https://place.map.kakao.com/7992744
489,감나무산장,울산 울주군 상북면 등억알프스로 479,5.0,민박,태그 없음,리뷰 없음,https://place.map.kakao.com/9692905
490,은현당,울산 북구 아름1길 42-13 1층,0.0,민박,태그 없음,./kakao_reviews/울산 숙소/은현당.csv,https://place.map.kakao.com/1751217586
491,반구대옛집,울산 울주군 두동면 반구대안길 178,3.0,민박,['#조식서비스'],리뷰 없음,https://place.map.kakao.com/1593778408
492,대바우가든,울산 울주군 상북면 소호로 517,0.0,민박,['#제로페이'],리뷰 없음,https://place.map.kakao.com/11004171
493,선바위,울산 울주군 범서읍 구영리 1073-1,3.6,바위,태그 없음,./kakao_reviews/울산 명소/선바위.csv,https://place.map.kakao.com/25039531
494,지경바위,울산 동구 미포동,0.0,바위,태그 없음,리뷰 없음,https://place.map.kakao.com/8077473
495,대왕암,울산 동구 일산동 905-7,4.7,바위,['#일출명소'],./kakao_reviews/울산 명소/대왕암.csv,https://place.map.kakao.com/11002879
496,노랑바위,울산 북구 어물동,0.0,바위,태그 없음,./kakao_reviews/울산 명소/노랑바위.csv,https://place.map.kakao.com/11021223
497,돈방바위,울산 동구 미포동,5.0,바위,태그 없음,리뷰 없음,https://place.map.kakao.com/7832561
498,선돌바위,울산 북구 신명동,3.0,바위,태그 없음,리뷰 없음,https://place.map.kakao.com/8371156
499,강동화암주상절리,울산 북구 산하동 952-1 일원,3.0,바위,태그 없음,./kakao_reviews/울산 명소/강동화암주상절리.csv,https://place.map.kakao.com/8169485
500,곽암,울산 북구 구유동 판지마을 바다 속,5.0,바위,태그 없음,리뷰 없음,https://place.map.kakao.com/8233304
501,신불재,울산 울주군 삼남읍 가천리,0.0,바위,태그 없음,리뷰 없음,https://place.map.kakao.com/19157381
502,용바위,울산 북구 어물동,0.0,바위,태그 없음,리뷰 없음,https://place.map.kakao.com/8525372
503,공원떡방앗간,울산 남구 문수로480번길 22,1.0,방앗간,태그 없음,리뷰 없음,https://place.map.kakao.com/16496278
504,홈즈앤루팡,울산 남구 삼산중로74번길 18 3층,3.0,보드카페,"['#데이트코스', '#룸카페', '#방탈출카페', '#보드게임카페', '#실내놀거리', '#이색카페', '#카카오페이', '#제로페이']",./kakao_reviews/울산 방탈출/홈즈앤루팡.csv,https://place.map.kakao.com/888047710
505,에어라인보드카페,울산 남구 신복로 18,0.0,보드카페,태그 없음,리뷰 없음,https://place.map.kakao.com/1101252166
506,홈즈앤루팡,울산 남구 삼산중로74번길 18 3층,3.0,보드카페,"['#데이트코스', '#룸카페', '#방탈출카페', '#보드게임카페', '#실내놀거리', '#이색카페', '#카카오페이', '#제로페이']",./kakao_reviews/울산 보드카페/홈즈앤루팡.csv,https://place.map.kakao.com/888047710
507,레드버튼 울산삼산점,울산 남구 삼산중로74번길 23 A동 4층 401호,3.0,보드카페,"['#데이트코스', '#보드게임카페', '#실내놀거리', '#예스키즈존']",./kakao_reviews/울산 보드카페/레드버튼 울산삼산점.csv,https://place.map.kakao.com/1703974677
508,홈즈앤루팡 성남점,울산 중구 젊음의거리 52 2층,4.5,보드카페,"['#데이트코스', '#보드게임카페', '#실내놀거리', '#카카오페이', '#제로페이']",./kakao_reviews/울산 보드카페/홈즈앤루팡 성남점.csv,https://place.map.kakao.com/139686050
509,포레스트,울산 남구 두왕로322번길 18 양정빌딩 2층,0.0,보드카페,"['#다트', '#보드게임카페', '#실내놀거리', '#이색카페', '#힐링카페']",리뷰 없음,https://place.map.kakao.com/1588177238
510,아지트,울산 남구 신정로 32 2층,0.0,보드카페,"['#보드게임', '#보드카페', '#아지트', '#울산', '#핫플레이스', '#제로페이']",리뷰 없음,https://place.map.kakao.com/1850415956
511,로티플보드게임방,울산 남구 삼산중로 114,0.0,보드카페,태그 없음,리뷰 없음,https://place.map.kakao.com/19381742
512,엔젤케이,울산 울주군 서생면 연산3길 57,0.0,보드카페,태그 없음,리뷰 없음,https://place.map.kakao.com/1288553785
513,정글비 울산삼산점,울산 남구 돋질로 263 지하1층,0.0,보드카페,"['#보드게임카페', '#실내놀거리']",리뷰 없음,https://place.map.kakao.com/1659621655
514,포춘팩토리,울산 중구 먹자거리 9 2층,5.0,보드카페,"['#데이트코스', '#보드게임카페', '#실내놀거리']",./kakao_reviews/울산 보드카페/포춘팩토리.csv,https://place.map.kakao.com/1271875127
515,동울산락볼링장,울산 동구 방어진순환도로 761,0.0,볼링장,['#실내놀거리'],리뷰 없음,https://place.map.kakao.com/9778773
516,문수볼링장,울산 남구 웅촌로 1342 문수 체육관 지하1층,1.0,볼링장,['#실내놀거리'],./kakao_reviews/울산 볼링장/문수볼링장.csv,https://place.map.kakao.com/1820115828
517,동경볼링센터,"울산 남구 대학로76번길 7-11 2,3층",1.0,볼링장,"['#실내놀거리', '#제로페이']",./kakao_reviews/울산 볼링장/동경볼링센터.csv,https://place.map.kakao.com/10307935
518,삼산그랜드락볼링장,울산 남구 삼산중로74번길 6,1.0,볼링장,"['#실내놀거리', '#카카오페이', '#제로페이']",리뷰 없음,https://place.map.kakao.com/1594783311
519,퍼펙트볼링센타,울산 동구 대학길 59,0.0,볼링장,태그 없음,리뷰 없음,https://place.map.kakao.com/9992110
520,문수볼링장,울산 남구 웅촌로 1342 문수 체육관 지하1층,1.0,볼링장,['#실내놀거리'],리뷰 없음,https://place.map.kakao.com/1820115828
521,성광AMF볼링장,울산 남구 월평로187번길 8,0.0,볼링장,['#실내놀거리'],리뷰 없음,https://place.map.kakao.com/580050498
522,해바라기볼링센터,울산 남구 삼산로 375 삼산청해빌딩 2층,0.0,볼링장,['#실내놀거리'],리뷰 없음,https://place.map.kakao.com/1406323976
523,강남레드락볼링장,울산 중구 학성1길 55 지하 2층,0.0,볼링장,"['#락볼링장', '#실내놀거리', '#아이와놀자']",리뷰 없음,https://place.map.kakao.com/27432332
524,동경볼링센터,"울산 남구 대학로76번길 7-11 2,3층",1.0,볼링장,['#실내놀거리'],리뷰 없음,https://place.map.kakao.com/10307935
525,메카볼링센터,울산 북구 상방로 110,0.0,볼링장,['#실내놀거리'],리뷰 없음,https://place.map.kakao.com/7871423
526,메카볼링센터,울산 북구 상방로 110,0.0,볼링장,['#실내놀거리'],리뷰 없음,https://place.map.kakao.com/7871423
527,K락볼링장,울산 중구 젊음의거리 49,0.0,볼링장,태그 없음,리뷰 없음,https://place.map.kakao.com/26088270
528,강남레드락볼링장,울산 중구 학성1길 55 지하 2층,0.0,볼링장,"['#실내놀거리', '#카카오페이', '#제로페이']",리뷰 없음,https://place.map.kakao.com/27432332
529,성광AMF볼링장,울산 남구 월평로187번길 8,0.0,볼링장,"['#실내놀거리', '#제로페이']",./kakao_reviews/울산 볼링장/성광AMF볼링장.csv,https://place.map.kakao.com/580050498
530,화정천내봉수대,울산 동구 봉수로 27-53,0.0,봉수대,태그 없음,리뷰 없음,https://place.map.kakao.com/11205914
531,우가산유포봉수대,울산 북구 당사동 230,0.0,봉수대,태그 없음,리뷰 없음,https://place.map.kakao.com/12699671
532,주전봉수대,울산 동구 주전동 산 193,2.3,봉수대,태그 없음,리뷰 없음,https://place.map.kakao.com/8074335
533,서생나사봉수대,울산 울주군 서생면 나사리 산 36,0.0,봉수대,태그 없음,리뷰 없음,https://place.map.kakao.com/12699673
534,언양부로산봉수대,울산 울주군 삼남읍 교동리 산 90,0.0,봉수대,태그 없음,./kakao_reviews/울산 명소/언양부로산봉수대.csv,https://place.map.kakao.com/7996301
535,패밀리북카페,울산 북구 신답로 40 지팝프라자 3층 314호,5.0,북카페,"['#만화카페', '#보드게임', '#북카페', '#실내놀거리', '#제로페이']",./kakao_reviews/울산 만화카페/패밀리북카페.csv,https://place.map.kakao.com/1329590390
536,하이브러리,울산 남구 대학로94번길 8 5층,0.0,북카페,"['#보드게임카페', '#스터디룸', '#스터디카페', '#실내놀거리', '#컬쳐카페']",리뷰 없음,https://place.map.kakao.com/2027151179
537,공원불고기,울산 울주군 언양읍 헌양길 32,3.9,"불고기,두루치기",태그 없음,리뷰 없음,https://place.map.kakao.com/8667831
538,어물동마애여래좌상,울산 북구 어물동 산 121,0.0,"불상,석불",태그 없음,./kakao_reviews/울산 명소/어물동마애여래좌상.csv,https://place.map.kakao.com/10404392
539,공원빌라,울산 중구 학성공원4길 22,,"빌라,연립주택",태그 없음,리뷰 없음,https://place.map.kakao.com/1640497783
540,삼일사당,울산 중구 병영성11길 25,0.0,"사당,제단",태그 없음,리뷰 없음,https://place.map.kakao.com/7935014
541,동화정사,울산 북구 화산2길 24,0.0,"사당,제단",태그 없음,./kakao_reviews/울산 명소/동화정사.csv,https://place.map.kakao.com/612862325
542,학산서원,울산 중구 신기16길 15,0.0,"사당,제단",태그 없음,리뷰 없음,https://place.map.kakao.com/593265492
543,운강사,울산 울주군 웅촌면 암곡1길 35-2,5.0,"사당,제단",태그 없음,리뷰 없음,https://place.map.kakao.com/1732854426
544,돋질산,울산 남구 여천동 산 36-11,4.2,산,태그 없음,./kakao_reviews/울산 명소/돋질산.csv,https://place.map.kakao.com/7834110
545,봉태산,울산 울주군 서생면 명산리 산 82,0.0,산,태그 없음,리뷰 없음,https://place.map.kakao.com/25255279
546,봉대산,울산 남구 남화동 산 39-3,1.0,산,태그 없음,리뷰 없음,https://place.map.kakao.com/8363573
547,신불산,울산 울주군 상북면 등억알프스리 산 180,4.8,산,['#나들이'],./kakao_reviews/울산 명소/신불산.csv,https://place.map.kakao.com/10524276
548,신불산,울산 울주군 상북면 등억알프스리 산 180,4.8,산,"['#100대명산', '#억새밭', '#일출명소']",./kakao_reviews/울산 명소/신불산.csv,https://place.map.kakao.com/10524276
549,무룡산,울산 북구 연암동 산 1-1,4.0,산,태그 없음,./kakao_reviews/울산 명소/무룡산.csv,https://place.map.kakao.com/7877625
550,용골산,울산 울주군 서생면 용리 산 7-5,0.0,산,태그 없음,리뷰 없음,https://place.map.kakao.com/25327570
551,문수산,울산 울주군 청량읍 율리 산 339,4.9,산,['#물놀이'],./kakao_reviews/울산 명소/문수산.csv,https://place.map.kakao.com/15166438
552,화장산,울산 울주군 상북면 향산리 산 75,0.0,산,태그 없음,리뷰 없음,https://place.map.kakao.com/232980830
553,간월산,울산 울주군 상북면 등억알프스리 산 220-3,4.6,산,"['#나들이', '#일출명소']",./kakao_reviews/울산 명소/간월산.csv,https://place.map.kakao.com/8629384
